text,specialist,type
Gala sookha aur khujli jaisa lagta hai.,ENT Specialist,Original
Gale mein kuch atka hua mehsoos hota hai hamesha,ENT Specialist,Original
Gale mein soojan hai aur nigalte waqt bahut dard hota hai,ENT Specialist,Original
Kaan ke bahar laalpan hai aur bahut khujli hoti hai.,ENT Specialist,Original
kaan mai dard hai,ENT Specialist,Original
Kaan mein dard hai aur pus nikal raha hai.,ENT Specialist,Original
Kaan mein hamesha ghanti bajti rehti hai,ENT Specialist,Original
kaan se pani aa raha hai,ENT Specialist,Original
Kaan-naak-gala ka doctor,ENT Specialist,Specialist Term
khansi bahut aa rahi hai,ENT Specialist,Original
"Khansi kaafi din se ho rahi hai, jaati nahi",ENT Specialist,New Suggestion
KNG doctor,ENT Specialist,Specialist Term
Naak se khoon aata hai kabhi kabhi,ENT Specialist,Original
Naak se paani beh raha hai,ENT Specialist,New Suggestion
Naak-kaan-gala specialist,ENT Specialist,Specialist Term
nose block hai,ENT Specialist,Original
Sote waqt bahut zor se kharate aate hain,ENT Specialist,Original
sunayi kam de raha hai,ENT Specialist,Original
"Bahut din se halka bukhar hai, utar hi nahi raha.",General Physician,Original
"Body me bilkul energy nahi lagti, har waqt thakan rehti hai.",General Physician,Original
Mausam badalte hi cold aur cough ho jata hai.,General Physician,Original
"Aankhein aur skin peeli lag rahi hai, urine ka rang bhi dark hai",Gastroenterologist,Original
acidity bahut ho rahi hai,Gastroenterologist,Original
badhazmi ho rahi hai,Gastroenterologist,Original
Dast aur ulti dono ho rahe hain saath mein bukhar bhi hai.,Gastroenterologist,Original
Digestive specialist,Gastroenterologist,Specialist Term
gas ki problem hai,Gastroenterologist,Original
Kafi dino se constipation hai ya baar-baar loose motions ho rahe hain.,Gastroenterologist,Original
"Khaali pet dard zyada hota hai, khane ke baad kam ho jata hai",Gastroenterologist,Original
Khaali pet mein jalan hoti hai jo khane se kam hoti hai,Gastroenterologist,Original
Khana khate hi severe acidity aur seene me jalan hoti hai.,Gastroenterologist,Original
Khana khate hi turant washroom jaana padta hai,Gastroenterologist,Original
khana nahi paach raha,Gastroenterologist,Original
"Khana nigalne mein dikkat hoti hai, gale mein kuch atka lagta hai.",Gastroenterologist,Original
loose motion ho raha hai,Gastroenterologist,Original
motion nahi ho raha,Gastroenterologist,Original
Pet baar baar kharab hota hai stress lene par,Gastroenterologist,Original
pet dukh raha hai,Gastroenterologist,Original
Pet ka doctor,Gastroenterologist,Specialist Term
pet mai dard hai,Gastroenterologist,Original
Pet me har waqt bloating aur bhari-bhari lagta hai.,Gastroenterologist,Original
Pet mein dard hai aur badan dard bhi ho raha hai.,Gastroenterologist,Original
Pet mein ghar-ghar ki awaaz aati hai,Gastroenterologist,Original
pet phool gaya hai,Gastroenterologist,Original
Pet-aant ka doctor,Gastroenterologist,Specialist Term
Seene mein jalan hoti hai jise heartburn kehte hain.,Gastroenterologist,Original
stomach mai bahut dard ho raha hai,Gastroenterologist,Original
Stomach specialist,Gastroenterologist,Specialist Term
Stool mein khoon ya kaala rang dikhta hai,Gastroenterologist,Original
"Aise hi rehta hai, kabhi kam kabhi zyada",General Physician,New Suggestion
Do-teen din se aisa hi hai,General Physician,New Suggestion
Kal se ho raha hai,General Physician,New Suggestion
Aam doctor,General Physician,Specialist Term
Badan dard ho raha hai,General Physician,New Suggestion
Bahar ka khana khane ke baad ulti aur pet dard shuru ho gaya,General Physician,Original
Bahut pasina aa raha hai,General Physician,New Suggestion
Bahut pasina aa raha hai aur neend zyada aati hai.,General Physician,Original
Bhookh nahi lag rahi,General Physician,New Suggestion
Body temperature normal se zyada hai aur thand lag rahi hai.,General Physician,Original
bukhar hai,General Physician,Original
Bukhar ke saath jodo aur aankhon ke peeche dard hota hai,General Physician,Original
Bukhar ke saath thand lagke kaanpna aur phir tez garmi lagna,General Physician,Original
Chehra pila lagta hai aur thodi si mehnat mein saans phoolti hai,General Physician,Original
Family doctor,General Physician,Specialist Term
General doctor,General Physician,Specialist Term
Ghar ke paas wala doctor,General Physician,Specialist Term
Haddiyon mein dard rehta hai aur hamesha thakaan lagti hai,General Physician,Original
"Hafte se zyada bukhar hai jo shaam ko badh jata hai, kamzori bhi hai",General Physician,Original
kamzori lag rahi hai,General Physician,Original
Khada hone par aankhon ke aage andhera chha jata hai,General Physician,Original
Khansi ho rahi hai aur seene mein jamaav lagta hai.,General Physician,Original
Local doctor,General Physician,Specialist Term
MBBS doctor,General Physician,Specialist Term
Muh ka swaad kadwa lagta hai,General Physician,Original
"Naak bahti hai ya band rehti hai, gala bhi kharab hai.",General Physician,Original
Neend nahi aati raat mein,General Physician,New Suggestion
Raat ko paseena bahut aata hai,General Physician,Original
Shareer mein sui chubhne jaisa lagta hai,General Physician,Original
tez bukhar aa raha hai,General Physician,Original
thakaan mahsoos ho rahi hai,General Physician,Original
Ulti jaisa lag raha hai,General Physician,New Suggestion
weight kam ho raha hai,General Physician,Original
"Andkosh mein soojan hai, dard nahi hota",General Surgeon,Original
"Chot ki jagah lal ho gayi hai aur garam lagti hai, sujan bhi badh rahi hai",General Surgeon,Original
"Ek jagah pe soojan hai jisme pus bhara hua lagta hai, chhoone se dard hota hai",General Surgeon,Original
Gale ke aage ki taraf soojan hai jo nigalte waqt upar-neeche hoti hai,General Surgeon,Original
Gale ya gardan mein gaanth ban gayi hai,General Surgeon,Original
Ghaav bhar nahi raha kaafi din se,General Surgeon,Original
Jalne ki jagah pe chhale pad gaye hain,General Surgeon,Original
Khana khane ke baad daayi paslee ke neeche dard hota hai,General Surgeon,Original
Mal dwar ke paas se pus ya pani nikalta rehta hai,General Surgeon,Original
Motion ke waqt bahut dard hota hai aur thoda khoon bhi aata hai,General Surgeon,Original
Motion ke waqt khoon aata hai aur mal dwar mein gaanth jaisa lagta hai,General Surgeon,Original
Naabhi ke paas ubhaar sa dikhta hai jab khansta hoon,General Surgeon,Original
Operation wali jagah se pani ya pus aa raha hai,General Surgeon,Original
Pairon ki naso mein soojan aur neeli-neeli nasein dikhti hain,Vascular Surgeon,Original
"Pet ke daayi taraf niche dard hota hai, chalne se aur badh jata hai",General Surgeon,Original
Skin ke neeche ek gol gaanth hai jo hilti hai,General Surgeon,Original
Breast mein gaanth jaisa mehsoos hota hai,Gynaecologist,Original
Gynae doctor,Gynaecologist,Specialist Term
Hot flashes aur mood swings bahut ho rahe hain,Gynaecologist,Original
Intercourse ke baad spotting hoti hai,Gynaecologist,Original
Kamar mein dard hota hai jo pairon tak jata hai periods ke waqt.,Gynaecologist,Original
Ladies doctor,Gynaecologist,Specialist Term
Lady doctor,Gynaecologist,Specialist Term
Mahila rog visheshagya,Gynaecologist,Specialist Term
Periods band ho gaye hain aur hot flashes hote hain,Gynaecologist,Original
periods irregular hain,Gynaecologist,Original
Periods ke dauran normal se kahin zyada severe cramps aur dard hota hai.,Gynaecologist,Original
Periods ke time pet ke niche wale hisse mein cramps hote hain.,Gynaecologist,Original
Periods mein bahut dard hota hai,Gynaecologist,New Suggestion
Periods mein bahut zyada bleeding hoti hai aur pet phoola rehta hai,Gynaecologist,Original
Periods miss ho gaye hain,Gynaecologist,New Suggestion
"Periods time par nahi aate, bohot irregular ho gaye hain.",Gynaecologist,Original
"Pet ke nichle hisse mein bhaari-pan lagta hai, periods ke bina bhi",Gynaecologist,Original
pet mai baby movement kam hai,Gynaecologist,Original
pregnancy mai problem ho rahi hai,Gynaecologist,Original
Saal bhar se try kar rahe hain lekin pregnancy nahi ho rahi,Gynaecologist,Original
White discharge bohot zyada ho raha hai aur sath me itching hai.,Gynaecologist,Original
White discharge ho raha hai,Gynaecologist,New Suggestion
Zanana doctor,Gynaecologist,Specialist Term
Achanak se chakkar aane lagte hain aur aankhon ke aage andhera chha jata hai.,Neurologist,Original
Bhookh nahi lagti aur chakkar aate hain sar dard ke saath.,Neurologist,Original
Brain specialist,Neurologist,Specialist Term
chakkar aa rahe hain,Neurologist,Original
Chehre ka ek taraf achanak tedha ho gaya hai,Neurologist,Original
Dimaag ka doctor,Neurologist,Specialist Term
Haath kaanpte hain jab kuch nahi kar rahe hote,Neurologist,Original
haath sunn ho jata hai,Neurologist,Original
Haath-pair me sunn-pan ya jhanjhanahat hoti hai.,Neurologist,Original
head bahut dukh raha hai,Neurologist,Original
Kamar se lekar pair tak jhanjhanahat aur dard jaata hai,Neurologist,Original
migraine ho raha hai,Neurologist,Original
Nason ka doctor,Neurologist,Specialist Term
Nervous system ka doctor,Neurologist,Specialist Term
Roshni bardaasht nahi hoti aur sar mein dard rehta hai.,Neurologist,Original
sar mai dard hai,Neurologist,Original
seizure aaya tha,Neurologist,Original
sir dard ho raha hai,Neurologist,Original
Sir ke ek side me bohot tez migraine ka dard hota hai.,Neurologist,Original
yaddasht kamzor ho gayi hai,Neurologist,Original
Aankh ke specialist,Ophthalmologist (Eye),Specialist Term
aankh mai dard hai,Ophthalmologist (Eye),Original
Aankh mein kirkiri jaisa mehsoos hota hai,Ophthalmologist (Eye),Original
Aankh se paani ya discharge aa raha hai.,Ophthalmologist (Eye),Original
aankh se pani aa raha hai,Ophthalmologist (Eye),Original
Aankhein ekdum lal ho gayi hain aur paani/kichad discharge aa raha hai.,Ophthalmologist (Eye),Original
Aankhein hamesha sookhi aur thaki hui lagti hain,Ophthalmologist (Eye),Original
Aankhein laal ho gayi hain aur bahut khujli hoti hai.,Ophthalmologist (Eye),Original
aankhein lal ho gayi hain,Ophthalmologist (Eye),Original
Aankhon ka doctor,Ophthalmologist (Eye),Specialist Term
Aankhon ke saamne makhi jaisi cheez tairti dikhti hai,Ophthalmologist (Eye),Original
Aankhon se blurry dikhai dene laga hai.,Ophthalmologist (Eye),Original
Computer screen dekhne par aankhon me bohot jalan aur dryness hoti hai.,Ophthalmologist (Eye),Original
dikhna kam ho gaya hai,Ophthalmologist (Eye),Original
Eye doctor,Ophthalmologist (Eye),Specialist Term
"Jaise dhundh ke peeche se dekh rahe hon, dheere dheere dikhna kam ho raha hai",Ophthalmologist (Eye),Original
najar kamzor ho gayi hai,Ophthalmologist (Eye),Original
Nazar ka doctor,Ophthalmologist (Eye),Specialist Term
Padhte waqt lines mix ho jaati hain,Ophthalmologist (Eye),Original
Raat mein gaadi chalate waqt dikhna mushkil hota hai,Ophthalmologist (Eye),Original
Side ki cheezein dikhna kam ho gaya hai,Ophthalmologist (Eye),Original
Bone doctor,Orthopaedic Surgeon (Bone),Specialist Term
Ek pair doosre se chhota lagta hai chalte waqt,Orthopaedic Surgeon (Bone),Original
Ghutno me chalte waqt ya stairs chadhne me bohot dard hota hai.,Orthopaedic Surgeon (Bone),Original
"Girne ki wajah se haath/pair me severe swelling hai, lagta hai fracture hai.",Orthopaedic Surgeon (Bone),Original
Haddi ka doctor,Orthopaedic Surgeon (Bone),Specialist Term
Haddi-jodo ka doctor,Orthopaedic Surgeon (Bone),Specialist Term
Jahan chot lagi hai wahan chhoone se dard hota hai.,Orthopaedic Surgeon (Bone),Original
"Jodo mein akadan hai, hilana mushkil hai.",Orthopaedic Surgeon (Bone),Original
"Jodo mein dard aur soojan hai, hila nahi pa raha.",Orthopaedic Surgeon (Bone),Original
Jodo mein soojan aur dard bhi hai.,Orthopaedic Surgeon (Bone),Original
"Kamar se pair tak zor ka dard jaata hai, jhukne mein dikkat hoti hai",Orthopaedic Surgeon (Bone),Original
"Kandha uthane mein bahut dard hota hai, movement kam ho gayi hai",Orthopaedic Surgeon (Bone),Original
Lower back me constant dard rehta hai jo pair tak jata hai.,Orthopaedic Surgeon (Bone),Original
Neel pad gaya hai aur chalne mein dikkat ho rahi hai.,Orthopaedic Surgeon (Bone),Original
Orthopedic specialist,Orthopaedic Surgeon (Bone),Specialist Term
Pair ke angoothe mein achanak zor ka dard aur soojan hui,Orthopaedic Surgeon (Bone),Original
Skin pe kaale-neele nishaan pad gaye hain.,Orthopaedic Surgeon (Bone),Original
Subah uthte hi jodo mein akadan lagti hai jo dheere theek hoti hai,Orthopaedic Surgeon (Bone),Original
Ungliyan sunn ho jaati hain kaam karte waqt,Orthopaedic Surgeon (Bone),Original
Weight uthane par kamar mein jhatka sa laga,Orthopaedic Surgeon (Bone),Original
ghutne mai dard hai,Orthopaedic Surgeon (Bone),Original
haath tut gaya hai,Orthopaedic Surgeon (Bone),Original
haddi mai dard hai,Orthopaedic Surgeon (Bone),Original
jodo mai dard hai,Orthopaedic Surgeon (Bone),Original
kamar dukh rahi hai,Orthopaedic Surgeon (Bone),Original
peeth mai dard hai,Orthopaedic Surgeon (Bone),Original
Gale me kharash hai aur kuch bhi swallow karne me dard hota hai.,ENT Specialist,Original
Kaan me constant dard hai ya sunai kam de raha hai.,ENT Specialist,Original
Subah uthte hi lagatar chinke aati hain aur naak band rehti hai.,ENT Specialist,Original
baby roti rehti hai,Paediatrician,Original
Bacche ka pet phool gaya hai,Paediatrician,New Suggestion
bacchi ko bukhar hai,Paediatrician,Original
Bacchon ka doctor,Paediatrician,Specialist Term
bache ko khansi hai,Paediatrician,Original
Bache ko ulti ho rahi hai,Paediatrician,New Suggestion
Bachha baar baar kaan khinchta hai,Paediatrician,Original
Bachha khelte khelte achanak thak jata hai,Paediatrician,Original
"Bachhe ka pet phoola hua lagta hai, gas jyada banti hai",Paediatrician,Original
Bachhe ka pet phoola rehta hai aur motion mein keede dikhte hain,Paediatrician,Original
Bachhe ke masuudo mein soojan hai aur lar zyada aati hai,Paediatrician,Original
Bachhe ke pure badan pe pani bhare daane nikal aaye hain,Paediatrician,Original
Bachhe ki twacha pe peela-pan hai,Paediatrician,Original
Bal chikitsak,Paediatrician,Specialist Term
Child specialist,Paediatrician,Specialist Term
Kids' doctor,Paediatrician,Specialist Term
newborn ko dast ho rahe hain,Paediatrician,Original
bahut tension rehti hai,Psychiatrist,Original
Bheed mein jaane se dar lagta hai,Psychiatrist,Original
Bina baat ke ghabrahat hoti hai aur dil baithne lagta hai.,Psychiatrist,Original
Cheez chhodna chahta hoon lekin baar baar craving hoti hai,Psychiatrist,Original
Chhoti chhoti baaton par bahut zyada react karta hoon,Psychiatrist,Original
Concentration nahi ho pa raha,Psychiatrist,New Suggestion
Counsellor,Psychiatrist,Specialist Term
Dil ghabrata hai bina wajah,Psychiatrist,New Suggestion
gussa bahut aata hai,Psychiatrist,Original
Kabhi bahut energetic mehsoos karta hoon kabhi bilkul low,Psychiatrist,Original
Kabhi kabhi lagta hai jaise sab kuch dream jaisa hai,Psychiatrist,Original
"Khud ko baar baar check karna padta hai, satisfaction nahi milta",Psychiatrist,Original
"Kisi bhi kaam me mann nahi lagta, har waqt udaasi aur akelepan ka ehsaas hota hai.",Psychiatrist,Original
Mann ka doctor,Psychiatrist,Specialist Term
mann udaas rehta hai,Psychiatrist,Original
Mental health doctor,Psychiatrist,Specialist Term
mood swings ho rahe hain,Psychiatrist,Original
Neend aane mein ghante lag jaate hain roz,Psychiatrist,Original
Panic attacks aate hain,Psychiatrist,New Suggestion
"Raat bhar neend nahi aati, dimaag me har waqt negative thoughts chalte hain.",Psychiatrist,Original
Asthma ki wajah se seene me jakadan mehsoos hoti hai.,Pulmonologist (Chest/Lungs),Original
Awaaz badal gayi hai aur saans lene mein takleef hoti hai.,Pulmonologist (Chest/Lungs),Original
Awaaz mein ghar-ghar jaisi awaaz aati hai saans lete waqt,Pulmonologist (Chest/Lungs),Original
Bahut zyada khansi aati hai aur balgam bhi nikalta hai.,Pulmonologist (Chest/Lungs),Original
Chest specialist,Pulmonologist (Chest/Lungs),Specialist Term
Cold weather mein seena jakad jata hai,Pulmonologist (Chest/Lungs),Original
Kaafi weeks se khansi hai jisme khoon bhi aata hai kabhi kabhi,Pulmonologist (Chest/Lungs),Original
Kafi hafton se continuous khansi hai jo theek nahi ho rahi.,Pulmonologist (Chest/Lungs),Original
Khansi badhti ja rahi hai aur gale mein soojan hai.,Pulmonologist (Chest/Lungs),Original
Lung specialist,Pulmonologist (Chest/Lungs),Specialist Term
Phephdo ka doctor,Pulmonologist (Chest/Lungs),Specialist Term
Raat ko lait kar saans lena mushkil hota hai,Pulmonologist (Chest/Lungs),Original
Saans lene mein takleef ho rahi hai,Pulmonologist (Chest/Lungs),New Suggestion
Saas lete waqt seene se seeti jaisi aawaz aati hai.,Pulmonologist (Chest/Lungs),Original
Seene mein dard hai aur sar bhi dukh raha hai.,Pulmonologist (Chest/Lungs),Original
"Sote waqt saans ruk jaati hai, subah thakaan lagti hai",Pulmonologist (Chest/Lungs),Original
Tez bukhar ke saath seene mein dard aur saans phoolna,Pulmonologist (Chest/Lungs),Original
Thodi si dhool se bhi khansi shuru ho jaati hai,Pulmonologist (Chest/Lungs),Original
Baar baar peshab aata hai,Urologist,New Suggestion
Baar baar peshab jaana padta hai aur pet ke niche dard hota hai.,Urologist,Original
Kidney ka doctor,Urologist,Specialist Term
Lower back ya side me severe dard hai (Kidney stone ka shak).,Urologist,Original
Peeth mein achanak zor ka dard uthta hai jo pet tak jata hai,Urologist,Original
Peshab ka doctor,Urologist,Specialist Term
Peshab karte waqt jalan hoti hai aur rang bhi ajeeb hai.,Urologist,Original
Peshab ki dhar kamzor ho gayi hai aur baar baar jaana padta hai,Urologist,Original
Peshab mein jalan ho rahi hai,Urologist,New Suggestion
Peshab mein khoon aa raha hai,Urologist,New Suggestion
Urinary specialist,Urologist,Specialist Term
"Urine ko hold karne me problem hoti hai, achanak se pressure banta hai.",Urologist,Original
Urine paas karte waqt bohot tez jalan ya dard hota hai.,Urologist,Original
bakri ko dast ho rahe hain,Veterinarian,Original
billi ko chot lag gayi hai,Veterinarian,Original
cat ko ulti ho rahi hai,Veterinarian,Original
cow bimar hai,Veterinarian,Original
dog ko bukhar hai,Veterinarian,Original
dog limping kar raha hai,Veterinarian,Original
Janwar ka doctor,Veterinarian,Specialist Term
kutta khana nahi kha raha,Veterinarian,Original
Pashu doctor,Veterinarian,Specialist Term
pet ka doctor chahiye,Veterinarian,Original
Pet ke badan pe baal jhad rahe hain aur skin laal hai,Veterinarian,Original
pet ke pair mai dard hai,Veterinarian,Original
pet ki tabiyat kharab hai,Veterinarian,Original
"Pet ne kuch khaya tha bahar se, ab ulti kar raha hai",Veterinarian,Original
Vet,Veterinarian,Specialist Term
