text,specialist,type
Periods ke dauran normal se kahin zyada severe cramps aur dard hota hai.,Gynecologist,Original
Periods ke time pait ke niche wale hisse mein cramps hote hain.,Gynecologist,Spelling Variation of: Periods ke time pet ke niche wale hisse mein cramps hote hain.
Periods ke time pait me asahniya cramps hote hain.,Gynecologist,Spelling Variation of: Periods ke time pet me asahniya cramps hote hain.
Periods ke time pet ke niche wale hisse mein cramps hote hain.,Gynecologist,Original
Periods ke time pet me asahniya cramps hote hain.,Gynecologist,Variation of: Periods ke dauran normal se kahin zyada severe cramps aur dard hota hai.
Periods mein bahut dard hota hai,Gynecologist,New Suggestion
Periods mein bahut zyada bleeding hoti hai aur pet phoola rehta hai,Gynecologist,Original
Periods mein bohot darad hota hai,Gynecologist,Spelling Variation of: Periods mein bahut dard hota hai
Periods mein bohot zyada bleeding hoti hai aur pet phoola rehta hai,Gynecologist,Spelling Variation of: Periods mein bahut zyada bleeding hoti hai aur pet phoola rehta hai
Periods mein kamar ka dard pair tak kheenchta hai.,Gynecologist,Variation of: Kamar mein dard hota hai jo pairon tak jata hai periods ke waqt.
Periods mein kamr ka darad pair tak kheenchta hai.,Gynecologist,Spelling Variation of: Periods mein kamar ka dard pair tak kheenchta hai.
Periods miss ho gaye hain,Gynecologist,New Suggestion
"Periods time par nahi aate, bohot irregular ho gaye hain.",Gynecologist,Original
periods time pe nahi aate,Gynecologist,Variation of: periods irregular hain
"Pet ke nichle hisse mein bhaari-pan lagta hai, periods ke bina bhi",Gynecologist,Original
"Pet ke nichle hisse mein bhari-pan lagta hai, periods ke bina bhi",Gynecologist,"Spelling Variation of: Pet ke nichle hisse mein bhaari-pan lagta hai, periods ke bina bhi"
pet mai baby movement kam hai,Gynecologist,Original
pregnancy mai problem ho rahi hai,Gynecologist,Original
pregnancy mein complications ho rahi hain,Gynecologist,Variation of: pregnancy mai problem ho rahi hai
Saal bhar se try kar rahe hain lekin pregnancy nahi ho rahi,Gynecologist,Original
Saal bhar se try kar rahe hain lekin pregnency nahi ho rahi,Gynecologist,Spelling Variation of: Saal bhar se try kar rahe hain lekin pregnancy nahi ho rahi
Sambandh banane ke baad halka khoon aata hai,Gynecologist,Variation of: Intercourse ke baad spotting hoti hai
White discharge bohot jyada ho raha hai aur sath me itching hai.,Gynecologist,Spelling Variation of: White discharge bohot zyada ho raha hai aur sath me itching hai.
White discharge bohot zyada ho raha hai aur sath me itching hai.,Gynecologist,Original
White discharge ho raha hai,Gynecologist,New Suggestion
White discharge jyada aa raha hai aur khujali bhi ho rahi hai.,Gynecologist,Spelling Variation of: White discharge zyada aa raha hai aur khujli bhi ho rahi hai.
White discharge zyada aa raha hai aur khujli bhi ho rahi hai.,Gynecologist,Variation of: White discharge bohot zyada ho raha hai aur sath me itching hai.
Zanana daktar,Gynecologist,Spelling Variation of: Zanana doctor
Zanana docter,Gynecologist,Spelling Variation of: Zanana doctor
Zanana doctor,Gynecologist,Specialist Term
Aadhe sar me dhak-dhak karta hua tez dard hota hai.,Neurologist,Variation of: Sir ke ek side me bohot tez migraine ka dard hota hai.
aadhe sar mein dard hai,Neurologist,Variation of: migraine ho raha hai
Aadhe sir me dhak-dhak karta hua tez darad hota hai.,Neurologist,Spelling Variation of: Aadhe sar me dhak-dhak karta hua tez dard hota hai.
aadhe sir mein darad hai,Neurologist,Spelling Variation of: aadhe sar mein dard hai
Achanak se chakar aane lagte hain aur aankhon ke aage andhera chha jata hai.,Neurologist,Spelling Variation of: Achanak se chakkar aane lagte hain aur aankhon ke aage andhera chha jata hai.
Achanak se chakkar aane lagte hain aur aankhon ke aage andhera chha jata hai.,Neurologist,Original
Bhookh nahi lagti aur chakar aate hain sir darad ke saath.,Neurologist,Spelling Variation of: Bhookh nahi lagti aur chakkar aate hain sar dard ke saath.
Bhookh nahi lagti aur chakkar aate hain sar dard ke saath.,Neurologist,Original
Brain ka doctor,Neurologist,Spelling Variation of: Brain specialist
Brain specialist,Neurologist,Specialist Term
chakar aa rahe hain,Neurologist,Spelling Variation of: chakkar aa rahe hain
chakkar aa rahe hain,Neurologist,Original
cheezein bhool jaata hoon aajkal,Neurologist,Variation of: yaddasht kamzor ho gayi hai
Chehre ka ek taraf achanak tedha ho gaya hai,Neurologist,Original
Chehre ka ek taraf achanak tedhaa ho gaya hai,Neurologist,Spelling Variation of: Chehre ka ek taraf achanak tedha ho gaya hai
daura pada tha,Neurologist,Variation of: seizure aaya tha
Dimaag ka docter,Neurologist,Spelling Variation of: Dimaag ka doctor
Dimaag ka doctor,Neurologist,Specialist Term
Dimag ka doctor,Neurologist,Spelling Variation of: Dimaag ka doctor
Face ka ek side suddenly droop/tedha ho gaya hai,Neurologist,Variation of: Chehre ka ek taraf achanak tedha ho gaya hai
Haath kaanpte hain jab kuch nahi kar rahe hote,Neurologist,Original
Haath kanpte hain jab kuch nahi kar rahe hote,Neurologist,Spelling Variation of: Haath kaanpte hain jab kuch nahi kar rahe hote
haath mein jhunjhunahat hoti hai,Neurologist,Variation of: haath sunn ho jata hai
haath sunn ho jata hai,Neurologist,Original
"Haath ya pair sote-sote sunn pad jaate hain, sui chubhne jaisa lagta hai.",Neurologist,Variation of: Haath-pair me sunn-pan ya jhanjhanahat hoti hai.
Haath-pair me sunn-pan ya jhanjhanahat hoti hai.,Neurologist,Original
head bahut dukh raha hai,Neurologist,Original
head bohot dukh raha hai,Neurologist,Spelling Variation of: head bahut dukh raha hai
Kamar se lekar pair tak jhanjhanahat aur dard jaata hai,Neurologist,Original
Kamar se lekar pair tak jhunjhunahat aur darad jaata hai,Neurologist,Spelling Variation of: Kamar se lekar pair tak jhanjhanahat aur dard jaata hai
"Khada hote hi sar ghoomne lagta hai, aankhon ke saamne kuch nahi dikhta.",Neurologist,Variation of: Achanak se chakkar aane lagte hain aur aankhon ke aage andhera chha jata hai.
"Khada hote hi sir ghoomne lagta hai, aankhon ke saamne kuch nahi dikhta.",Neurologist,"Spelling Variation of: Khada hote hi sar ghoomne lagta hai, aankhon ke saamne kuch nahi dikhta."
"Khana khane ka mann nahi karta jab sar dard hota hai, chakkar bhi aate hain.",Neurologist,Variation of: Bhookh nahi lagti aur chakkar aate hain sar dard ke saath.
"Khana khane ka mann nahi karta jab sir darad hota hai, chakar bhi aate hain.",Neurologist,"Spelling Variation of: Khana khane ka mann nahi karta jab sar dard hota hai, chakkar bhi aate hain."
Lower back se leg tak tingling aur pain radiate karta hai,Neurologist,Variation of: Kamar se lekar pair tak jhanjhanahat aur dard jaata hai
migraine ho raha hai,Neurologist,Original
Naaso ka doctor,Neurologist,Spelling Variation of: Nason ka doctor
Nason ka docter,Neurologist,Spelling Variation of: Nason ka doctor
Nason ka doctor,Neurologist,Specialist Term
Nervous system ka daktar,Neurologist,Spelling Variation of: Nervous system ka doctor
Nervous system ka docter,Neurologist,Spelling Variation of: Nervous system ka doctor
Nervous system ka doctor,Neurologist,Specialist Term
Resting ke time bhi hands tremor karte hain,Neurologist,Variation of: Haath kaanpte hain jab kuch nahi kar rahe hote
Roshni bardaasht nahi hoti aur sar mein dard rehta hai.,Neurologist,Original
Roshni bardaasht nahi hoti aur sir mein darad rehta hai.,Neurologist,Spelling Variation of: Roshni bardaasht nahi hoti aur sar mein dard rehta hai.
sar bahut dukh raha hai,Neurologist,Variation of: sir dard ho raha hai
sar ghoom raha hai,Neurologist,Variation of: chakkar aa rahe hain
sar mai dard hai,Neurologist,Original
sar mein bhari dard hai,Neurologist,Variation of: head bahut dukh raha hai
sar mein dard ho raha hai,Neurologist,Variation of: sar mai dard hai
seizure aaya tha,Neurologist,Original
sir bohot dukh raha hai,Neurologist,Spelling Variation of: sar bahut dukh raha hai
sir darad ho raha hai,Neurologist,Spelling Variation of: sir dard ho raha hai
sir dard ho raha hai,Neurologist,Original
sir ghoom raha hai,Neurologist,Spelling Variation of: sar ghoom raha hai
Sir ke ek side me bohot tez migraine ka darad hota hai.,Neurologist,Spelling Variation of: Sir ke ek side me bohot tez migraine ka dard hota hai.
Sir ke ek side me bohot tez migraine ka dard hota hai.,Neurologist,Original
sir mai darad hai,Neurologist,Spelling Variation of: sar mai dard hai
sir mein bhari darad hai,Neurologist,Spelling Variation of: sar mein bhari dard hai
sir mein darad ho raha hai,Neurologist,Spelling Variation of: sar mein dard ho raha hai
Tez light dekhte hi sar dukhne lagta hai.,Neurologist,Variation of: Roshni bardaasht nahi hoti aur sar mein dard rehta hai.
Tez light dekhte hi sir dukhne lagta hai.,Neurologist,Spelling Variation of: Tez light dekhte hi sar dukhne lagta hai.
yaddasht kamzor ho gayi hai,Neurologist,Original
Aankh ka specialist,Ophthalmologist,Spelling Variation of: Aankh ke specialist
Aankh ke specialist,Ophthalmologist,Specialist Term
Aankh laal ho gayi hai aur usme se gunda-sa nikal raha hai.,Ophthalmologist,Variation of: Aankhein ekdum lal ho gayi hain aur paani/kichad discharge aa raha hai.
aankh mai dard hai,Ophthalmologist,Original
aankh mein dard ho raha hai,Ophthalmologist,Variation of: aankh mai dard hai
Aankh mein kirkiri jaisa mehsoos hota hai,Ophthalmologist,Original
Aankh mein laalpan aur irritation feel ho rahi hai.,Ophthalmologist,Variation of: Aankhein laal ho gayi hain aur bahut khujli hoti hai.
aankh mein laalpan hai,Ophthalmologist,Variation of: aankhein lal ho gayi hain
aankh se aansu aate rehte hain,Ophthalmologist,Variation of: aankh se pani aa raha hai
Aankh se paani ya discharge aa raha hai.,Ophthalmologist,Original
aankh se pani aa raha hai,Ophthalmologist,Original
Aankhein ekdum lal ho gayi hain aur paani/kichad discharge aa raha hai.,Ophthalmologist,Original
Aankhein hamesha sookhi aur thaki hui lagti hain,Ophthalmologist,Original
Aankhein hamesha sukhi aur thaki hui lagti hain,Ophthalmologist,Spelling Variation of: Aankhein hamesha sookhi aur thaki hui lagti hain
Aankhein laal ho gayi hain aur bahut khujli hoti hai.,Ophthalmologist,Original
Aankhein laal ho gayi hain aur bohot khujali hoti hai.,Ophthalmologist,Spelling Variation of: Aankhein laal ho gayi hain aur bahut khujli hoti hai.
aankhein lal ho gayi hain,Ophthalmologist,Original
Aankho ka doctor,Ophthalmologist,Spelling Variation of: Aankhon ka doctor
Aankho ke saamne makhi jaisi cheez tairti dikhti hai,Ophthalmologist,Spelling Variation of: Aankhon ke saamne makhi jaisi cheez tairti dikhti hai
Aankhon ka docter,Ophthalmologist,Spelling Variation of: Aankhon ka doctor
Aankhon ka doctor,Ophthalmologist,Specialist Term
Aankhon ke saamne makhi jaisi cheez tairti dikhti hai,Ophthalmologist,Original
Aankhon se blurry dikhai dene laga hai.,Ophthalmologist,Original
Aankhon se lagataar aansu ya gunda nikal raha hai.,Ophthalmologist,Variation of: Aankh se paani ya discharge aa raha hai.
Ankh ke specialist,Ophthalmologist,Spelling Variation of: Aankh ke specialist
Ankh laal ho gayi hai aur usme se gunda-sa nikal raha hai.,Ophthalmologist,Spelling Variation of: Aankh laal ho gayi hai aur usme se gunda-sa nikal raha hai.
ankh mai darad hai,Ophthalmologist,Spelling Variation of: aankh mai dard hai
ankh mein darad ho raha hai,Ophthalmologist,Spelling Variation of: aankh mein dard ho raha hai
Ankh mein kirkiri jaisa mehsoos hota hai,Ophthalmologist,Spelling Variation of: Aankh mein kirkiri jaisa mehsoos hota hai
Ankh mein laalpan aur irritation feel ho rahi hai.,Ophthalmologist,Spelling Variation of: Aankh mein laalpan aur irritation feel ho rahi hai.
ankh mein laalpan hai,Ophthalmologist,Spelling Variation of: aankh mein laalpan hai
ankh se aansu aate rehte hain,Ophthalmologist,Spelling Variation of: aankh se aansu aate rehte hain
Ankh se paani ya discharge aa raha hai.,Ophthalmologist,Spelling Variation of: Aankh se paani ya discharge aa raha hai.
ankh se pani aa raha hai,Ophthalmologist,Spelling Variation of: aankh se pani aa raha hai
chashma lagana pad raha hai,Ophthalmologist,Variation of: najar kamzor ho gayi hai
Computer screen dekhne par aankhon me bohot jalan aur dryness hoti hai.,Ophthalmologist,Original
dikhna kam ho gaya hai,Ophthalmologist,Original
Eye daktar,Ophthalmologist,Spelling Variation of: Eye doctor
Eye docter,Ophthalmologist,Spelling Variation of: Eye doctor
Eye doctor,Ophthalmologist,Specialist Term
Eye mein sandy ya gritty feeling hoti hai,Ophthalmologist,Variation of: Aankh mein kirkiri jaisa mehsoos hota hai
Eyes hamesha dry aur tired feel hoti hain,Ophthalmologist,Variation of: Aankhein hamesha sookhi aur thaki hui lagti hain
"Jaise dhundh ke peeche se dekh rahe hon, dheere dheere dikhna kam ho raha hai",Ophthalmologist,Original
"Jaise dhundh ke peeche se dekh rahe hon, dhire dhire dikhna kam ho raha hai",Ophthalmologist,"Spelling Variation of: Jaise dhundh ke peeche se dekh rahe hon, dheere dheere dikhna kam ho raha hai"
najar kamzor ho gayi hai,Ophthalmologist,Original
"Nazar dhundhli-dhundhli si ho gayi hai, saaf nahi dikhta.",Ophthalmologist,Variation of: Aankhon se blurry dikhai dene laga hai.
Nazar ka daktar,Ophthalmologist,Spelling Variation of: Nazar ka doctor
Nazar ka docter,Ophthalmologist,Spelling Variation of: Nazar ka doctor
Nazar ka doctor,Ophthalmologist,Specialist Term
Night driving ke waqt visibility kam ho jaati hai,Ophthalmologist,Variation of: Raat mein gaadi chalate waqt dikhna mushkil hota hai
Padhte vaqt lines mix ho jaati hain,Ophthalmologist,Spelling Variation of: Padhte waqt lines mix ho jaati hain
Padhte waqt lines mix ho jaati hain,Ophthalmologist,Original
Peripheral vision gradually kam hoti ja rahi hai,Ophthalmologist,Variation of: Side ki cheezein dikhna kam ho gaya hai
Raat mein gaadi chalate waqt dikhna mushkil hota hai,Ophthalmologist,Original
Raat mein gadi chalate waqt dikhna mushkil hota hai,Ophthalmologist,Spelling Variation of: Raat mein gaadi chalate waqt dikhna mushkil hota hai
Reading karte waqt words blur ho jaate hain,Ophthalmologist,Variation of: Padhte waqt lines mix ho jaati hain
saaf dikhayi nahi deta,Ophthalmologist,Variation of: dikhna kam ho gaya hai
Screen time jyada hone par aankhen sookhi aur jalti hui feel hoti hain.,Ophthalmologist,Spelling Variation of: Screen time zyada hone par aankhen sookhi aur jalti hui feel hoti hain.
Screen time zyada hone par aankhen sookhi aur jalti hui feel hoti hain.,Ophthalmologist,Variation of: Computer screen dekhne par aankhon me bohot jalan aur dryness hoti hai.
Side ki cheeze dikhna kam ho gaya hai,Ophthalmologist,Spelling Variation of: Side ki cheezein dikhna kam ho gaya hai
Side ki cheezein dikhna kam ho gaya hai,Ophthalmologist,Original
Vision gradually foggy ho rahi hai jaise mist ke peeche se dekh rahe hon,Ophthalmologist,"Variation of: Jaise dhundh ke peeche se dekh rahe hon, dheere dheere dikhna kam ho raha hai"
Vision mein floaters jaisi cheez tairti nazar aati hai,Ophthalmologist,Variation of: Aankhon ke saamne makhi jaisi cheez tairti dikhti hai
Bhaari cheez uthate waqt back mein sudden jhatka mehsoos hua,Orthopedic Surgeon,Variation of: Weight uthane par kamar mein jhatka sa laga
Big toe mein suddenly severe pain aur swelling ho gayi,Orthopedic Surgeon,Variation of: Pair ke angoothe mein achanak zor ka dard aur soojan hui
Bone daktar,Orthopedic Surgeon,Spelling Variation of: Bone doctor
Bone docter,Orthopedic Surgeon,Spelling Variation of: Bone doctor
Bone doctor,Orthopedic Surgeon,Specialist Term
Bruising ho gayi hai aur pair rakhne mein takleef hoti hai.,Orthopedic Surgeon,Variation of: Neel pad gaya hai aur chalne mein dikkat ho rahi hai.
Chalte waqt lagta hai jaise ek leg doosri se short hai,Orthopedic Surgeon,Variation of: Ek pair doosre se chhota lagta hai chalte waqt
"Chot lagne ke baad haath bahut soojh gaya hai, hilaya nahi ja raha.",Orthopedic Surgeon,"Variation of: Girne ki wajah se haath/pair me severe swelling hai, lagta hai fracture hai."
"Chot lagne ke baad haath bohot soojh gaya hai, hilaya nahi ja raha.",Orthopedic Surgeon,"Spelling Variation of: Chot lagne ke baad haath bahut soojh gaya hai, hilaya nahi ja raha."
Chot lagne ke jagah pe neela-kaala daag ban gaya hai.,Orthopedic Surgeon,Variation of: Skin pe kaale-neele nishaan pad gaye hain.
Ek pair doosre se chhota lagta hai chalte waqt,Orthopedic Surgeon,Original
Ek pair dusre se chhota lagta hai chalte waqt,Orthopedic Surgeon,Spelling Variation of: Ek pair doosre se chhota lagta hai chalte waqt
Ghutno me chalte waqt ya stairs chadhne me bohot darad hota hai.,Orthopedic Surgeon,Spelling Variation of: Ghutno me chalte waqt ya stairs chadhne me bohot dard hota hai.
Ghutno me chalte waqt ya stairs chadhne me bohot dard hota hai.,Orthopedic Surgeon,Original
"Girne ki wajah se haath/pair me severe swelling hai, lagta hai fracture hai.",Orthopedic Surgeon,Original
Haddi jodo ka doctor,Orthopedic Surgeon,Spelling Variation of: Haddi-jodo ka doctor
Haddi ka daktar,Orthopedic Surgeon,Spelling Variation of: Haddi ka doctor
Haddi ka doctor,Orthopedic Surgeon,Specialist Term
Haddi-jodo ka doctor,Orthopedic Surgeon,Specialist Term
Hadi ka docter,Orthopedic Surgeon,Spelling Variation of: Haddi ka doctor
Hadi-jodon ka docter,Orthopedic Surgeon,Spelling Variation of: Haddi-jodo ka doctor
Jahan chot lagi hai wahan chhoone se darad hota hai.,Orthopedic Surgeon,Spelling Variation of: Jahan chot lagi hai wahan chhoone se dard hota hai.
Jahan chot lagi hai wahan chhoone se dard hota hai.,Orthopedic Surgeon,Original
"Jodo mein akadan hai, hilana mushkil hai.",Orthopedic Surgeon,Original
"Jodo mein dard aur soojan hai, hila nahi pa raha.",Orthopedic Surgeon,Original
Jodo mein soojan aur dard bhi hai.,Orthopedic Surgeon,Original
"Jodon mein akadan hai, hilana mushkil hai.",Orthopedic Surgeon,"Spelling Variation of: Jodo mein akadan hai, hilana mushkil hai."
"Jodon mein darad aur soojan hai, hila nahi pa raha.",Orthopedic Surgeon,"Spelling Variation of: Jodo mein dard aur soojan hai, hila nahi pa raha."
Jodon mein soojan aur darad bhi hai.,Orthopedic Surgeon,Spelling Variation of: Jodo mein soojan aur dard bhi hai.
Joint mein swelling ke saath movement bhi limited ho gaya hai.,Orthopedic Surgeon,"Variation of: Jodo mein dard aur soojan hai, hila nahi pa raha."
Joints mein swelling ke saath darad bhi mehsoos hota hai.,Orthopedic Surgeon,Spelling Variation of: Joints mein swelling ke saath dard bhi mehsoos hota hai.
Joints mein swelling ke saath dard bhi mehsoos hota hai.,Orthopedic Surgeon,Variation of: Jodo mein soojan aur dard bhi hai.
"Joints stiff ho gaye hain, movement mein dikkat hoti hai.",Orthopedic Surgeon,"Variation of: Jodo mein akadan hai, hilana mushkil hai."
Kaam karte waqt fingers mein numbness feel hoti hai,Orthopedic Surgeon,Variation of: Ungliyan sunn ho jaati hain kaam karte waqt
"Kamar ka dard pair tak kheenchta hai, uthna-baithna mushkil hai.",Orthopedic Surgeon,Variation of: Lower back me constant dard rehta hai jo pair tak jata hai.
"Kamar se pair tak zor ka darad jaata hai, jhukne mein dikkat hoti hai",Orthopedic Surgeon,"Spelling Variation of: Kamar se pair tak zor ka dard jaata hai, jhukne mein dikkat hoti hai"
"Kamar se pair tak zor ka dard jaata hai, jhukne mein dikkat hoti hai",Orthopedic Surgeon,Original
"Kamr ka darad pair tak kheenchta hai, uthna-baithna mushkil hai.",Orthopedic Surgeon,"Spelling Variation of: Kamar ka dard pair tak kheenchta hai, uthna-baithna mushkil hai."
"Kandha uthane mein bahut dard hota hai, movement kam ho gayi hai",Orthopedic Surgeon,Original
"Kandha uthane mein bohot darad hota hai, movement kam ho gayi hai",Orthopedic Surgeon,"Spelling Variation of: Kandha uthane mein bahut dard hota hai, movement kam ho gayi hai"
Lower back me constant darad rehta hai jo pair tak jata hai.,Orthopedic Surgeon,Spelling Variation of: Lower back me constant dard rehta hai jo pair tak jata hai.
Lower back me constant dard rehta hai jo pair tak jata hai.,Orthopedic Surgeon,Original
"Lower back se leg tak sharp pain jaata hai, bending mein problem hoti hai",Orthopedic Surgeon,"Variation of: Kamar se pair tak zor ka dard jaata hai, jhukne mein dikkat hoti hai"
Morning stiffness hoti hai joints mein jo thodi der mein kam ho jaati hai,Orthopedic Surgeon,Variation of: Subah uthte hi jodo mein akadan lagti hai jo dheere theek hoti hai
Neel pad gaya hai aur chalne mein dikkat ho rahi hai.,Orthopedic Surgeon,Original
Ortho doctor,Orthopedic Surgeon,Spelling Variation of: Orthopedic specialist
Orthopedic specialist,Orthopedic Surgeon,Specialist Term
Pair ke angoothe mein achanak zor ka darad aur sujan hui,Orthopedic Surgeon,Spelling Variation of: Pair ke angoothe mein achanak zor ka dard aur soojan hui
Pair ke angoothe mein achanak zor ka dard aur soojan hui,Orthopedic Surgeon,Original
Seedhi chadhte waqt ghutno me chubhan si hoti hai.,Orthopedic Surgeon,Variation of: Ghutno me chalte waqt ya stairs chadhne me bohot dard hota hai.
"Shoulder lift karte waqt severe pain hota hai, range of motion kam ho gayi hai",Orthopedic Surgeon,"Variation of: Kandha uthane mein bahut dard hota hai, movement kam ho gayi hai"
Skin pe kaale-neele nishaan pad gaye hain.,Orthopedic Surgeon,Original
Subah uthte hi jodo mein akadan lagti hai jo dheere theek hoti hai,Orthopedic Surgeon,Original
Subah uthte hi jodon mein akdan lagti hai jo dheere theek hoti hai,Orthopedic Surgeon,Spelling Variation of: Subah uthte hi jodo mein akadan lagti hai jo dheere theek hoti hai
Ungliya sunn ho jaati hain kaam karte waqt,Orthopedic Surgeon,Spelling Variation of: Ungliyan sunn ho jaati hain kaam karte waqt
Ungliyan sunn ho jaati hain kaam karte waqt,Orthopedic Surgeon,Original
Us jagah ko touch karne se takleef hoti hai.,Orthopedic Surgeon,Variation of: Jahan chot lagi hai wahan chhoone se dard hota hai.
Weight uthane par kamar mein jhatka sa laga,Orthopedic Surgeon,Original
Weight uthane par kamr mein jhatka sa laga,Orthopedic Surgeon,Spelling Variation of: Weight uthane par kamar mein jhatka sa laga
ghutne mai dard hai,Orthopedic Surgeon,Original
ghutney mai darad hai,Orthopedic Surgeon,Spelling Variation of: ghutne mai dard hai
ghutno mein darad rehta hai,Orthopedic Surgeon,Spelling Variation of: ghutno mein dard rehta hai
ghutno mein dard rehta hai,Orthopedic Surgeon,Variation of: ghutne mai dard hai
haath fracture ho gaya hai,Orthopedic Surgeon,Variation of: haath tut gaya hai
haath tut gaya hai,Orthopedic Surgeon,Original
haddi mai dard hai,Orthopedic Surgeon,Original
haddi mein takleef hai,Orthopedic Surgeon,Variation of: haddi mai dard hai
hadi mai darad hai,Orthopedic Surgeon,Spelling Variation of: haddi mai dard hai
hadi mein takleef hai,Orthopedic Surgeon,Spelling Variation of: haddi mein takleef hai
jodo mai dard hai,Orthopedic Surgeon,Original
jodon mai darad hai,Orthopedic Surgeon,Spelling Variation of: jodo mai dard hai
joints mein darad hota hai,Orthopedic Surgeon,Spelling Variation of: joints mein dard hota hai
joints mein dard hota hai,Orthopedic Surgeon,Variation of: jodo mai dard hai
kamar dukh rahi hai,Orthopedic Surgeon,Original
kamar mein dard hai,Orthopedic Surgeon,Variation of: kamar dukh rahi hai
kamr dukh rahi hai,Orthopedic Surgeon,Spelling Variation of: kamar dukh rahi hai
kamr mein darad hai,Orthopedic Surgeon,Spelling Variation of: kamar mein dard hai
peeth mai darad hai,Orthopedic Surgeon,Spelling Variation of: peeth mai dard hai
peeth mai dard hai,Orthopedic Surgeon,Original
peeth mein darad ho raha hai,Orthopedic Surgeon,Spelling Variation of: peeth mein dard ho raha hai
peeth mein dard ho raha hai,Orthopedic Surgeon,Variation of: peeth mai dard hai
Gaala khich-khich karta hai aur nigalte waqt takleef hoti hai.,ENT Specialist,Spelling Variation of: Gala khich-khich karta hai aur nigalte waqt takleef hoti hai.
Gala khich-khich karta hai aur nigalte waqt takleef hoti hai.,ENT Specialist,Variation of: Gale me kharash hai aur kuch bhi swallow karne me dard hota hai.
Gale me kharash hai aur kuch bhi swallow karne me darad hota hai.,ENT Specialist,Spelling Variation of: Gale me kharash hai aur kuch bhi swallow karne me dard hota hai.
Gale me kharash hai aur kuch bhi swallow karne me dard hota hai.,ENT Specialist,Original
Kaan me constant dard hai ya sunai kam de raha hai.,ENT Specialist,Original
Kaan me dard bana rehta hai aur sunne me thodi dikkat hoti hai.,ENT Specialist,Variation of: Kaan me constant dard hai ya sunai kam de raha hai.
Kan me constant darad hai ya sunai kam de raha hai.,ENT Specialist,Spelling Variation of: Kaan me constant dard hai ya sunai kam de raha hai.
Kan me darad bana rehta hai aur sunne me thodi dikkat hoti hai.,ENT Specialist,Spelling Variation of: Kaan me dard bana rehta hai aur sunne me thodi dikkat hoti hai.
Morning me uthte hi naak band ho jaati hai aur chheenkein lagi rehti hain.,ENT Specialist,Variation of: Subah uthte hi lagatar chinke aati hain aur naak band rehti hai.
Subah uthte hi lagatar chinke aati hain aur naak band rehti hai.,ENT Specialist,Original
Baal chikitsak,Pediatrician,Spelling Variation of: Bal chikitsak
baby roti rehti hai,Pediatrician,Original
Baccha baar baar kaan khichta hai,Pediatrician,Spelling Variation of: Bachha baar baar kaan khinchta hai
Baccha khelte khelte achanak thak jata hai,Pediatrician,Spelling Variation of: Bachha khelte khelte achanak thak jata hai
Bacche ka pait phool gaya hai,Pediatrician,Spelling Variation of: Bacche ka pet phool gaya hai
Bacche ka pet phool gaya hai,Pediatrician,New Suggestion
Bacche ke pet mein gas bharne se phoolapan lagta hai,Pediatrician,"Variation of: Bachhe ka pet phoola hua lagta hai, gas jyada banti hai"
Bacche ki skin thodi peeli lag rahi hai,Pediatrician,Variation of: Bachhe ki twacha pe peela-pan hai
Bacche ko baar baar apna kaan pakadte dekha hai,Pediatrician,Variation of: Bachha baar baar kaan khinchta hai
bacche ko khaansi ho rahi hai,Pediatrician,Spelling Variation of: bacche ko khansi ho rahi hai
bacche ko khansi ho rahi hai,Pediatrician,Variation of: bache ko khansi hai
bacchi ko bukhaar hai,Pediatrician,Spelling Variation of: bacchi ko bukhar hai
bacchi ko bukhar hai,Pediatrician,Original
Bacchon ka doctor,Pediatrician,Specialist Term
Bachche ka docter,Pediatrician,Spelling Variation of: Bacchon ka doctor
"Bachche ka pet phoola hua lagta hai, gas jyada banti hai",Pediatrician,"Spelling Variation of: Bachhe ka pet phoola hua lagta hai, gas jyada banti hai"
Bachche ka pet phoola rehta hai aur motion mein keede dikhte hain,Pediatrician,Spelling Variation of: Bachhe ka pet phoola rehta hai aur motion mein keede dikhte hain
Bachche ke masudo mein sujan hai aur lar zyada aati hai,Pediatrician,Spelling Variation of: Bachhe ke masuudo mein soojan hai aur lar zyada aati hai
Bachche ke pure badan pe paani bhare daane nikal aaye hain,Pediatrician,Spelling Variation of: Bachhe ke pure badan pe pani bhare daane nikal aaye hain
Bachcho ka specialist,Pediatrician,Spelling Variation of: Child specialist
bache ka rona band nahi hota,Pediatrician,Variation of: baby roti rehti hai
bache ko khaansi hai,Pediatrician,Spelling Variation of: bache ko khansi hai
bache ko khansi hai,Pediatrician,Original
Bache ko ulti ho rahi hai,Pediatrician,New Suggestion
Bache ko ulty ho rahi hai,Pediatrician,Spelling Variation of: Bache ko ulti ho rahi hai
Bachha baar baar kaan khinchta hai,Pediatrician,Original
Bachha khelte khelte achanak thak jata hai,Pediatrician,Original
"Bachhe ka pet phoola hua lagta hai, gas jyada banti hai",Pediatrician,Original
Bachhe ka pet phoola rehta hai aur motion mein keede dikhte hain,Pediatrician,Original
Bachhe ke masuudo mein soojan hai aur lar zyada aati hai,Pediatrician,Original
Bachhe ke pure badan pe pani bhare daane nikal aaye hain,Pediatrician,Original
Bachhe ki twacha pe peela-pan hai,Pediatrician,Original
Bachhe ki twacha pe peelapan hai,Pediatrician,Spelling Variation of: Bachhe ki twacha pe peela-pan hai
Bachon ka doctor,Pediatrician,Spelling Variation of: Bacchon ka doctor
